customer_id,country,completed_revenue,completed_orders,units_sold,average_order_value,first_order_date,last_order_date,revenue_rank
12863,United Kingdom,2792.55,6,895,465.43,2010-04-29,2011-10-18,1250
15073,United Kingdom,2788.02,8,1410,348.5,2010-01-27,2011-11-30,1251
15021,United Kingdom,2783.83,12,1217,231.99,2010-07-29,2011-12-01,1252
17790,United Kingdom,2783.61,20,1389,139.18,2010-06-13,2011-11-13,1253
14121,United Kingdom,2780.15,4,2082,695.04,2011-10-11,2011-12-06,1254
16104,United Kingdom,2778.61,9,1048,308.73,2009-12-06,2011-10-09,1255
17591,United Kingdom,2776.67,8,1173,347.08,2010-01-17,2011-09-27,1256
16335,United Kingdom,2774.0,7,1016,396.29,2009-12-04,2010-06-06,1257
17031,United Kingdom,2773.85,6,1595,462.31,2010-05-07,2011-11-28,1258
12391,Cyprus,2773.42,6,1220,462.24,2010-02-15,2011-11-18,1259
13695,United Kingdom,2770.73,16,1791,173.17,2010-05-11,2011-11-08,1260
17720,United Kingdom,2768.91,10,1613,276.89,2010-05-10,2011-11-13,1261
18210,United Kingdom,2768.83,7,1499,395.55,2010-11-22,2011-12-08,1262
14696,United Kingdom,2767.9,8,2151,345.99,2010-10-14,2011-12-05,1263
15817,United Kingdom,2766.4,3,1596,922.13,2010-06-14,2010-10-15,1264
13736,United Kingdom,2766.21,7,1552,395.17,2009-12-06,2011-12-04,1265
17676,United Kingdom,2765.84,10,1932,276.58,2010-03-30,2011-12-05,1266
13813,Germany,2765.47,8,1292,345.68,2009-12-06,2011-10-31,1267
17115,United Kingdom,2761.49,7,885,394.5,2009-12-05,2011-12-01,1268
17262,United Kingdom,2757.62,11,709,250.69,2009-12-15,2011-10-18,1269
17490,United Kingdom,2750.5,9,1531,305.61,2010-05-19,2011-12-09,1270
14665,United Kingdom,2749.65,7,1144,392.81,2010-04-26,2011-10-10,1271
12982,United Kingdom,2744.81,8,1729,343.1,2010-04-12,2011-04-11,1272
17241,United Kingdom,2744.14,12,865,228.68,2010-02-15,2010-11-19,1273
12669,France,2744.03,3,1115,914.68,2011-03-28,2011-07-12,1274
15841,United Kingdom,2742.41,9,2391,304.71,2009-12-10,2011-09-28,1275
16434,United Kingdom,2741.74,12,1338,228.48,2010-01-17,2011-11-10,1276
14808,United Kingdom,2741.17,8,2147,342.65,2011-06-20,2011-10-31,1277
14125,United Kingdom,2740.43,3,1640,913.48,2011-09-22,2011-11-29,1278
18283,United Kingdom,2736.65,22,1733,124.39,2010-02-19,2011-12-06,1279
15389,United Kingdom,2733.8,5,3940,546.76,2010-01-27,2011-06-20,1280
15111,United Kingdom,2730.87,5,1164,546.17,2010-04-26,2011-11-10,1281
12986,United Kingdom,2729.84,10,1164,272.98,2010-01-21,2010-10-07,1282
13211,United Kingdom,2729.32,10,1890,272.93,2009-12-06,2011-11-29,1283
12739,United Arab Emirates,2726.73,4,951,681.68,2010-11-10,2011-09-22,1284
16190,United Kingdom,2723.55,8,1231,340.44,2009-12-14,2011-10-30,1285
15985,United Kingdom,2715.28,7,2750,387.9,2010-05-27,2011-08-08,1286
16232,United Kingdom,2712.97,7,1849,387.57,2010-06-07,2011-10-27,1287
16359,United Kingdom,2697.75,16,1764,168.61,2010-02-16,2011-12-02,1288
18173,United Kingdom,2696.36,5,1730,539.27,2010-04-06,2011-09-14,1289
12725,Italy,2694.56,4,1306,673.64,2010-05-04,2010-12-03,1290
17388,United Kingdom,2691.57,11,2567,244.69,2009-12-10,2011-09-23,1291
12820,United Kingdom,2689.52,11,1964,244.5,2009-12-05,2011-12-06,1292
15910,United Kingdom,2681.8,15,2171,178.79,2010-01-21,2011-12-09,1293
14496,United Kingdom,2668.23,7,991,381.18,2010-03-16,2011-02-01,1294
16369,United Kingdom,2664.81,7,1594,380.69,2010-04-07,2011-11-21,1295
13473,United Kingdom,2657.76,8,1000,332.22,2009-12-15,2011-10-10,1296
15671,United Kingdom,2657.13,7,1699,379.59,2011-03-14,2011-11-21,1297
15157,United Kingdom,2654.11,5,3466,530.82,2009-12-10,2011-12-06,1298
14756,United Kingdom,2653.76,3,1423,884.59,2010-10-11,2011-11-24,1299
14410,United Kingdom,2651.14,11,1377,241.01,2010-09-28,2011-09-08,1300
17744,United Kingdom,2649.14,7,3826,378.45,2010-11-24,2011-12-06,1301
12516,Germany,2648.62,4,1952,662.15,2010-04-19,2011-09-23,1302
13203,United Kingdom,2648.25,10,2413,264.82,2009-12-17,2011-11-30,1303
16618,United Kingdom,2647.59,5,1363,529.52,2011-01-21,2011-11-08,1304
13117,United Kingdom,2643.81,18,2067,146.88,2010-03-26,2011-11-18,1305
13819,United Kingdom,2642.35,6,2309,440.39,2009-12-01,2011-02-11,1306
13173,United Kingdom,2639.35,11,1620,239.94,2009-12-10,2011-12-05,1307
15814,United Kingdom,2634.44,6,1728,439.07,2010-04-15,2011-11-23,1308
12520,Germany,2634.26,5,1439,526.85,2011-03-11,2011-09-21,1309
16276,United Kingdom,2629.39,3,1467,876.46,2010-04-11,2011-06-16,1310
14548,United Kingdom,2627.49,9,1021,291.94,2009-12-06,2011-07-12,1311
13422,United Kingdom,2626.3,1,1326,2626.3,2011-10-06,2011-10-06,1312
13644,United Kingdom,2624.26,4,2067,656.07,2011-08-26,2011-11-23,1313
12671,Germany,2622.48,1,1460,2622.48,2010-04-12,2010-04-12,1314
12423,Denmark,2622.39,10,1793,262.24,2010-08-31,2011-12-09,1315
14573,United Kingdom,2621.42,13,835,201.65,2010-01-08,2011-06-13,1316
15142,United Kingdom,2619.92,6,2155,436.65,2010-07-27,2011-10-24,1317
14262,United Kingdom,2618.23,8,1645,327.28,2011-04-13,2011-12-01,1318
17043,United Kingdom,2616.55,8,1624,327.07,2009-12-09,2011-11-07,1319
14195,United Kingdom,2615.6,6,2144,435.93,2010-03-15,2011-05-22,1320
15426,United Kingdom,2615.39,9,1220,290.6,2010-05-02,2011-11-20,1321
14431,United Kingdom,2614.2,4,1202,653.55,2010-01-21,2011-02-10,1322
13700,United Kingdom,2613.46,13,2809,201.04,2010-02-07,2011-11-13,1323
14397,United Kingdom,2612.96,19,1890,137.52,2011-05-10,2011-12-07,1324
14564,Channel Islands,2605.62,2,1295,1302.81,2009-12-04,2010-10-01,1325
16206,United Kingdom,2602.32,13,1384,200.18,2010-01-24,2011-10-16,1326
17787,United Kingdom,2601.47,4,1266,650.37,2010-12-03,2011-07-10,1327
17317,United Kingdom,2600.34,3,1146,866.78,2011-09-11,2011-10-24,1328
15826,United Kingdom,2598.28,4,1824,649.57,2010-05-20,2011-10-14,1329
12412,Denmark,2596.93,6,1997,432.82,2010-06-18,2011-09-26,1330
14163,United Kingdom,2594.62,5,950,518.92,2010-09-03,2011-09-13,1331
14229,United Kingdom,2594.04,7,934,370.58,2010-08-25,2011-10-19,1332
14129,United Kingdom,2591.34,9,1414,287.93,2010-05-09,2011-12-08,1333
14147,United Kingdom,2590.2,9,995,287.8,2010-03-09,2011-09-22,1334
15033,United Kingdom,2586.67,10,1695,258.67,2011-01-14,2011-12-05,1335
15062,United Kingdom,2585.62,8,1872,323.2,2010-04-08,2011-09-29,1336
17897,United Kingdom,2585.0,9,1043,287.22,2010-05-12,2011-06-20,1337
12592,Germany,2582.66,5,1875,516.53,2010-07-08,2011-09-08,1338
13151,United Kingdom,2580.74,3,832,860.25,2010-03-22,2011-02-17,1339
16244,United Kingdom,2579.38,2,1474,1289.69,2010-12-02,2011-05-12,1340
16499,United Kingdom,2578.34,8,1364,322.29,2010-06-11,2010-12-14,1341
16115,United Kingdom,2575.14,12,1601,214.59,2010-05-14,2011-11-30,1342
17095,United Kingdom,2572.25,7,1695,367.46,2009-12-15,2011-11-17,1343
14745,United Kingdom,2571.81,12,1977,214.32,2010-03-12,2011-08-19,1344
17002,United Kingdom,2571.55,7,1265,367.36,2010-03-08,2011-09-15,1345
13652,United Kingdom,2570.85,5,1570,514.17,2010-02-25,2011-10-25,1346
15434,United Kingdom,2567.06,11,1423,233.37,2010-01-24,2011-12-01,1347
13623,United Kingdom,2566.49,10,1023,256.65,2009-12-02,2011-11-09,1348
15747,United Kingdom,2562.61,9,1370,284.73,2010-01-18,2011-11-27,1349
13192,United Kingdom,2558.58,6,1629,426.43,2010-01-22,2011-09-05,1350
17463,United Kingdom,2557.91,7,1490,365.42,2010-04-29,2011-11-23,1351
16036,United Kingdom,2556.84,4,1369,639.21,2010-03-29,2011-09-13,1352
13862,United Kingdom,2556.09,9,1927,284.01,2010-11-15,2011-11-21,1353
15906,United Kingdom,2555.64,10,751,255.56,2010-09-15,2011-11-20,1354
17550,United Kingdom,2547.64,9,989,283.07,2010-02-07,2011-05-26,1355
18179,United Kingdom,2547.55,8,1811,318.44,2010-02-14,2011-11-30,1356
13344,United Kingdom,2543.72,3,971,847.91,2011-03-07,2011-10-03,1357
17465,United Kingdom,2542.79,7,1477,363.26,2009-12-03,2010-10-10,1358
14810,United Kingdom,2537.02,13,1247,195.16,2010-10-06,2011-10-30,1359
16987,United Kingdom,2535.9,11,679,230.54,2009-12-02,2011-12-06,1360
16016,United Kingdom,2533.94,11,1059,230.36,2010-11-02,2011-12-06,1361
13471,United Kingdom,2531.58,4,1590,632.89,2011-10-23,2011-12-08,1362
16889,United Kingdom,2530.9,6,1616,421.82,2010-05-23,2011-05-29,1363
14659,United Kingdom,2529.93,9,1195,281.1,2011-01-28,2011-12-01,1364
14790,United Kingdom,2526.62,10,2642,252.66,2009-12-11,2011-11-23,1365
17101,United Kingdom,2507.05,7,1175,358.15,2010-06-07,2011-11-29,1366
15860,United Kingdom,2505.21,17,1342,147.37,2009-12-06,2011-10-30,1367
12517,Germany,2502.84,5,1371,500.57,2011-06-02,2011-11-11,1368
12978,United Kingdom,2502.82,5,1394,500.56,2009-12-10,2010-11-19,1369
16202,United Kingdom,2501.99,9,1307,278.0,2009-12-02,2010-12-14,1370
17288,United Kingdom,2499.98,11,1706,227.27,2010-11-10,2011-11-30,1371
14541,United Kingdom,2499.68,14,1129,178.55,2010-01-07,2011-10-12,1372
17594,United Kingdom,2497.88,4,1368,624.47,2010-04-14,2011-09-15,1373
15932,United Kingdom,2495.87,8,2325,311.98,2011-02-23,2011-12-05,1374
13414,United Kingdom,2494.14,6,2702,415.69,2010-04-15,2011-07-29,1375
16795,United Kingdom,2492.39,3,1459,830.8,2010-01-25,2010-12-09,1376
15227,United Kingdom,2488.49,9,1217,276.5,2010-03-16,2011-11-03,1377
15117,United Kingdom,2485.97,8,3093,310.75,2010-03-15,2011-11-25,1378
14449,United Kingdom,2482.8,8,1778,310.35,2010-09-29,2011-11-21,1379
16520,United Kingdom,2482.62,6,1266,413.77,2010-03-02,2011-06-06,1380
13507,United Kingdom,2479.16,4,1597,619.79,2011-07-17,2011-12-06,1381
13588,United Kingdom,2478.95,9,2606,275.44,2011-03-29,2011-11-24,1382
17348,United Kingdom,2476.41,9,2793,275.16,2010-03-10,2011-11-25,1383
13134,United Kingdom,2475.23,6,1364,412.54,2010-10-19,2011-09-15,1384
14256,United Kingdom,2473.99,5,1171,494.8,2010-01-14,2011-03-24,1385
13878,United Kingdom,2473.06,4,959,618.26,2010-04-14,2011-10-16,1386
13762,United Kingdom,2472.48,5,2608,494.5,2010-01-10,2011-05-05,1387
14502,United Kingdom,2470.67,11,1498,224.61,2011-01-30,2011-11-20,1388
17732,United Kingdom,2470.39,8,1151,308.8,2010-08-09,2010-12-02,1389
12924,United Kingdom,2469.4,12,1423,205.78,2009-12-09,2011-09-12,1390
14421,United Kingdom,2469.37,6,1342,411.56,2010-01-17,2011-10-13,1391
17164,United Kingdom,2467.35,7,1501,352.48,2011-03-11,2011-11-07,1392
15221,United Kingdom,2465.45,4,287,616.36,2010-03-12,2010-12-08,1393
17131,United Kingdom,2463.17,5,983,492.63,2011-09-25,2011-12-04,1394
16470,United Kingdom,2458.6,11,1357,223.51,2009-12-11,2011-10-19,1395
17629,United Kingdom,2455.52,10,1903,245.55,2010-10-14,2011-12-04,1396
17894,United Kingdom,2453.38,18,1020,136.3,2010-08-27,2011-09-29,1397
12701,Germany,2446.41,6,1727,407.73,2010-03-16,2011-09-21,1398
13338,United Kingdom,2445.62,4,1151,611.4,2010-01-05,2011-07-05,1399
18171,United Kingdom,2437.31,9,991,270.81,2010-01-05,2011-10-12,1400
15623,United Kingdom,2437.05,8,1087,304.63,2009-12-10,2011-07-21,1401
16005,United Kingdom,2436.22,10,1310,243.62,2010-09-15,2011-11-27,1402
17505,United Kingdom,2435.48,5,1242,487.1,2010-04-13,2011-07-01,1403
13085,United Kingdom,2433.28,8,944,304.16,2009-12-01,2011-07-05,1404
13094,United Kingdom,2433.12,13,2088,187.16,2010-11-15,2011-11-18,1405
16638,United Kingdom,2430.53,15,1651,162.04,2010-08-18,2011-11-17,1406
15077,United Kingdom,2428.08,2,528,1214.04,2009-12-09,2010-08-02,1407
13949,United Kingdom,2427.32,6,2474,404.55,2011-09-06,2011-12-07,1408
17004,United Kingdom,2425.16,4,1281,606.29,2010-10-11,2011-10-24,1409
12733,USA,2424.87,4,896,606.22,2010-01-19,2011-04-19,1410
17921,United Kingdom,2423.5,10,1002,242.35,2010-07-15,2011-10-06,1411
15658,United Kingdom,2423.47,8,691,302.93,2009-12-03,2011-06-02,1412
15215,United Kingdom,2422.43,7,776,346.06,2010-04-06,2011-10-24,1413
15089,United Kingdom,2420.84,6,1359,403.47,2011-08-03,2011-11-29,1414
15489,United Kingdom,2419.61,8,1264,302.45,2010-01-15,2011-11-17,1415
16040,United Kingdom,2416.9,7,1185,345.27,2010-04-09,2011-10-05,1416
12802,Netherlands,2416.42,7,1972,345.2,2010-05-25,2011-06-06,1417
13118,United Kingdom,2415.41,9,834,268.38,2010-09-26,2011-11-20,1418
14205,United Kingdom,2414.2,9,1342,268.24,2010-03-07,2011-11-23,1419
12397,Belgium,2409.9,2,1263,1204.95,2011-07-27,2011-11-04,1420
16833,United Kingdom,2409.04,6,878,401.51,2010-03-26,2011-12-08,1421
17671,United Kingdom,2403.34,5,1177,480.67,2010-11-29,2011-11-24,1422
15341,United Kingdom,2402.72,2,1008,1201.36,2010-09-16,2011-09-20,1423
15793,United Kingdom,2399.57,8,1685,299.95,2009-12-01,2011-11-25,1424
12393,Australia,2399.45,6,1311,399.91,2010-10-07,2011-09-28,1425
14414,United Kingdom,2399.33,8,2877,299.92,2010-11-30,2011-09-09,1426
16147,United Kingdom,2398.91,5,1395,479.78,2010-02-05,2011-07-29,1427
16883,United Kingdom,2396.59,19,1080,126.14,2009-12-04,2011-06-05,1428
16812,United Kingdom,2392.0,4,1116,598.0,2010-11-22,2010-12-14,1429
15366,United Kingdom,2389.08,7,2447,341.3,2010-02-26,2011-09-25,1430
17827,United Kingdom,2388.05,6,1592,398.01,2010-03-28,2011-12-04,1431
14443,United Kingdom,2386.47,5,1520,477.29,2010-11-25,2011-10-17,1432
16105,United Kingdom,2386.19,5,2125,477.24,2010-04-14,2011-04-05,1433
17623,United Kingdom,2383.67,7,801,340.52,2009-12-14,2011-11-07,1434
17905,United Kingdom,2383.52,13,1373,183.35,2010-01-28,2011-09-29,1435
16065,United Kingdom,2382.62,8,1447,297.83,2010-09-02,2010-12-09,1436
14554,United Kingdom,2381.04,4,1478,595.26,2011-10-18,2011-11-29,1437
17434,United Kingdom,2373.82,7,1693,339.12,2011-09-15,2011-12-07,1438
17969,United Kingdom,2369.94,20,1017,118.5,2009-12-06,2011-06-26,1439
13908,United Kingdom,2369.55,4,1478,592.39,2011-03-08,2011-09-21,1440
15015,United Kingdom,2365.02,13,1593,181.92,2009-12-14,2010-07-26,1441
14295,United Kingdom,2362.91,5,1029,472.58,2009-12-08,2011-10-30,1442
17634,United Kingdom,2361.97,9,840,262.44,2011-01-06,2011-11-03,1443
16676,United Kingdom,2361.9,6,927,393.65,2010-10-17,2011-11-06,1444
13614,United Kingdom,2359.19,6,828,393.2,2010-06-06,2011-11-15,1445
16083,United Kingdom,2351.42,4,1514,587.86,2010-11-16,2011-08-31,1446
15549,United Kingdom,2345.96,8,940,293.25,2010-01-11,2011-09-23,1447
16085,United Kingdom,2343.53,12,1384,195.29,2010-01-20,2011-11-16,1448
12704,Finland,2340.84,8,1006,292.61,2011-06-23,2011-12-02,1449
17282,United Kingdom,2339.66,5,2351,467.93,2010-06-09,2011-08-01,1450
12584,Italy,2338.15,9,416,259.79,2011-03-04,2011-12-06,1451
16496,United Kingdom,2330.77,6,1764,388.46,2010-07-18,2011-12-01,1452
17313,United Kingdom,2328.84,1,1402,2328.84,2011-11-08,2011-11-08,1453
13280,United Kingdom,2322.63,7,1495,331.8,2010-03-05,2011-08-09,1454
17113,United Kingdom,2322.59,6,915,387.1,2010-01-11,2010-05-14,1455
14938,Channel Islands,2322.43,2,1369,1161.21,2010-05-26,2010-05-26,1456
13091,United Kingdom,2321.82,3,1339,773.94,2009-12-10,2011-11-11,1457
13055,United Kingdom,2321.11,4,1821,580.28,2010-10-06,2011-09-22,1458
16628,United Kingdom,2318.1,7,1260,331.16,2010-03-08,2011-11-10,1459
12724,France,2317.52,7,1379,331.07,2010-06-22,2011-12-04,1460
12948,United Kingdom,2317.43,9,1304,257.49,2009-12-02,2011-11-23,1461
14346,United Kingdom,2315.75,5,1878,463.15,2010-07-30,2011-08-11,1462
14555,United Kingdom,2315.63,6,850,385.94,2009-12-18,2011-10-13,1463
17994,United Kingdom,2313.32,11,2194,210.3,2010-03-29,2011-08-10,1464
13994,United Kingdom,2313.14,6,940,385.52,2011-07-14,2011-12-06,1465
14481,United Kingdom,2311.49,5,1584,462.3,2010-01-31,2011-06-28,1466
17193,United Kingdom,2310.04,9,1668,256.67,2009-12-02,2011-11-04,1467
13704,United Kingdom,2308.06,9,1531,256.45,2011-09-12,2011-12-04,1468
15946,United Kingdom,2304.18,3,1614,768.06,2010-03-16,2010-07-25,1469
13059,United Kingdom,2303.17,10,864,230.32,2010-03-31,2011-04-04,1470
18095,United Kingdom,2303.09,5,1623,460.62,2010-04-19,2011-01-31,1471
17324,United Kingdom,2301.87,12,1537,191.82,2009-12-18,2011-11-22,1472
16077,United Kingdom,2300.4,1,840,2300.4,2010-03-24,2010-03-24,1473
16531,United Kingdom,2298.33,11,1863,208.94,2010-09-24,2011-11-17,1474
13371,United Kingdom,2297.66,2,1019,1148.83,2010-03-17,2010-07-22,1475
12599,France,2296.72,13,2189,176.67,2010-05-11,2011-11-10,1476
16485,United Kingdom,2294.68,5,1154,458.94,2009-12-06,2011-09-23,1477
12649,Germany,2294.65,8,1959,286.83,2010-01-12,2011-08-24,1478
14901,United Kingdom,2289.65,12,1053,190.8,2010-07-29,2011-11-28,1479
17047,United Kingdom,2289.23,6,1184,381.54,2009-12-08,2011-09-15,1480
17018,United Kingdom,2287.7,6,456,381.28,2009-12-05,2011-10-30,1481
12684,France,2283.63,7,1985,326.23,2011-05-10,2011-12-02,1482
18051,United Kingdom,2282.28,7,1661,326.04,2009-12-09,2010-03-15,1483
13655,United Kingdom,2280.51,6,1225,380.09,2010-04-27,2011-08-17,1484
14462,United Kingdom,2270.01,12,1072,189.17,2010-10-03,2011-10-04,1485
13748,United Kingdom,2268.35,9,1108,252.04,2009-12-01,2011-09-05,1486
15638,United Kingdom,2265.2,6,1134,377.53,2010-04-08,2010-11-26,1487
16042,United Kingdom,2265.12,8,1442,283.14,2010-09-12,2011-11-17,1488
15734,United Kingdom,2263.3,4,516,565.83,2010-06-10,2011-08-17,1489
16823,United Kingdom,2260.09,7,1168,322.87,2009-12-02,2011-04-26,1490
13814,Germany,2257.32,3,1214,752.44,2010-06-30,2011-09-08,1491
17180,United Kingdom,2256.98,11,1828,205.18,2010-01-21,2011-10-14,1492
14432,United Kingdom,2255.51,6,2070,375.92,2011-09-11,2011-11-30,1493
16350,United Kingdom,2253.89,9,1077,250.43,2010-10-07,2011-11-18,1494
13662,United Kingdom,2250.11,11,1179,204.56,2010-02-19,2011-09-15,1495
17414,United Kingdom,2249.52,6,6256,374.92,2009-12-03,2011-10-27,1496
15865,United Kingdom,2248.92,5,1147,449.78,2010-01-05,2011-10-30,1497
14644,United Kingdom,2247.72,7,770,321.1,2009-12-03,2011-10-03,1498
18215,United Kingdom,2247.49,5,1143,449.5,2010-03-26,2011-09-11,1499
16177,United Kingdom,2247.31,8,1021,280.91,2010-03-02,2011-10-20,1500
12868,United Kingdom,2247.06,8,1282,280.88,2010-11-12,2011-06-07,1501
16174,United Kingdom,2246.75,7,1431,320.96,2010-04-15,2011-08-05,1502
13627,United Kingdom,2245.9,7,1632,320.84,2010-03-09,2011-10-11,1503
13407,United Kingdom,2244.7,3,1690,748.23,2010-02-16,2010-05-10,1504
17075,United Kingdom,2241.73,10,787,224.17,2009-12-14,2011-11-22,1505
15629,United Kingdom,2240.9,4,1518,560.23,2010-06-25,2010-09-15,1506
16551,United Kingdom,2237.12,7,2076,319.59,2009-12-13,2011-09-05,1507
16108,United Kingdom,2235.92,4,1473,558.98,2010-03-18,2011-09-16,1508
16221,United Kingdom,2235.51,9,1515,248.39,2010-08-10,2011-11-03,1509
16076,United Kingdom,2234.73,10,1435,223.47,2011-05-15,2011-12-06,1510
14177,United Kingdom,2229.34,13,1048,171.49,2010-02-26,2011-09-14,1511
17460,United Kingdom,2228.27,16,980,139.27,2010-01-22,2011-09-06,1512
14472,United Kingdom,2228.22,9,1305,247.58,2010-01-19,2011-08-28,1513
13320,United Kingdom,2228.1,6,1519,371.35,2010-08-18,2011-09-22,1514
12783,Portugal,2225.91,6,624,370.98,2011-09-25,2011-12-07,1515
13365,United Kingdom,2225.37,2,1247,1112.68,2011-05-06,2011-11-06,1516
14467,United Kingdom,2220.99,12,1196,185.08,2009-12-02,2011-11-22,1517
15550,United Kingdom,2218.8,12,1144,184.9,2009-12-03,2011-12-05,1518
14321,United Kingdom,2218.06,7,3275,316.87,2010-08-23,2011-11-29,1519
18177,United Kingdom,2216.87,9,1239,246.32,2009-12-15,2011-11-08,1520
17648,United Kingdom,2216.37,5,954,443.27,2010-11-19,2011-10-10,1521
13478,United Kingdom,2215.78,5,1189,443.16,2010-01-31,2010-08-27,1522
14708,United Kingdom,2212.28,5,1509,442.46,2010-09-10,2011-12-07,1523
15476,United Kingdom,2209.98,4,1174,552.5,2010-09-23,2010-11-24,1524
14834,United Kingdom,2206.16,7,872,315.17,2010-10-28,2011-11-22,1525
13410,United Kingdom,2201.96,9,1244,244.66,2009-12-08,2011-11-15,1526
14597,United Kingdom,2201.54,6,1447,366.92,2010-09-28,2011-11-28,1527
14006,United Kingdom,2196.67,7,2181,313.81,2010-02-25,2011-08-16,1528
16317,United Kingdom,2192.51,5,1236,438.5,2010-05-04,2011-08-12,1529
15934,United Kingdom,2190.66,2,2166,1095.33,2010-10-06,2010-10-18,1530
14212,United Kingdom,2190.14,2,2046,1095.07,2010-09-20,2011-09-11,1531
17822,United Kingdom,2188.5,5,1389,437.7,2010-05-28,2010-10-15,1532
15864,United Kingdom,2180.76,7,1486,311.54,2010-11-23,2011-11-17,1533
12856,United Kingdom,2179.93,6,1079,363.32,2011-10-07,2011-12-02,1534
13610,United Kingdom,2175.88,14,909,155.42,2010-01-05,2011-11-27,1535
15649,United Kingdom,2170.35,4,485,542.59,2010-11-17,2011-01-07,1536
12501,Germany,2169.39,1,1783,2169.39,2011-01-07,2011-01-07,1537
13888,United Kingdom,2169.05,7,903,309.86,2010-05-13,2011-08-12,1538
14595,United Kingdom,2164.45,8,1228,270.56,2010-01-20,2011-11-20,1539
15944,United Kingdom,2164.24,4,859,541.06,2009-12-13,2011-03-08,1540
13755,United Kingdom,2161.35,9,1264,240.15,2011-10-07,2011-12-06,1541
14407,United Kingdom,2157.73,6,1415,359.62,2011-03-08,2011-08-24,1542
16379,United Kingdom,2157.4,4,1410,539.35,2011-09-22,2011-12-05,1543
13643,United Kingdom,2156.77,10,902,215.68,2009-12-08,2011-11-08,1544
13224,United Kingdom,2155.95,2,1518,1077.97,2011-07-11,2011-10-10,1545
18009,United Kingdom,2155.83,8,653,269.48,2010-02-25,2011-04-18,1546
16966,United Kingdom,2154.97,7,1981,307.85,2011-04-13,2011-12-01,1547
18116,United Kingdom,2154.3,13,1281,165.72,2010-10-24,2011-10-03,1548
16600,United Kingdom,2153.41,13,2420,165.65,2009-12-18,2011-12-05,1549
16275,United Kingdom,2151.11,3,1268,717.04,2010-03-08,2011-05-27,1550
18239,United Kingdom,2150.36,6,1052,358.39,2010-10-13,2011-05-05,1551
14216,United Kingdom,2150.04,5,712,430.01,2010-10-21,2011-12-06,1552
16716,United Kingdom,2149.68,3,912,716.56,2010-03-19,2011-03-18,1553
17272,United Kingdom,2148.63,4,1778,537.16,2011-03-22,2011-10-28,1554
16004,United Kingdom,2146.39,5,1076,429.28,2010-01-25,2010-08-22,1555
13152,United Kingdom,2146.38,7,977,306.63,2010-01-14,2010-10-18,1556
16134,United Kingdom,2145.34,5,1637,429.07,2010-06-17,2011-11-18,1557
12576,Poland,2142.72,8,1494,267.84,2010-07-01,2011-11-04,1558
13092,United Kingdom,2140.28,12,664,178.36,2010-02-10,2011-09-30,1559
14499,United Kingdom,2138.97,7,1250,305.57,2010-08-27,2011-11-13,1560
12687,Sweden,2138.91,2,1403,1069.45,2010-08-16,2010-08-16,1561
17029,United Kingdom,2137.3,7,1265,305.33,2010-02-14,2011-08-21,1562
17305,United Kingdom,2135.46,1,1006,2135.46,2010-03-01,2010-03-01,1563
12560,Germany,2134.01,3,1110,711.34,2011-07-19,2011-12-04,1564
16493,United Kingdom,2132.09,7,1988,304.58,2010-03-26,2011-09-21,1565
13517,United Kingdom,2128.42,3,1369,709.47,2011-06-13,2011-10-11,1566
14360,United Kingdom,2128.23,4,1151,532.06,2011-09-06,2011-11-08,1567
14634,United Kingdom,2124.46,4,1906,531.12,2010-06-16,2010-09-28,1568
16807,United Kingdom,2123.88,6,1433,353.98,2010-03-26,2011-07-20,1569
16996,United Kingdom,2123.61,9,919,235.96,2010-10-18,2011-11-09,1570
14396,United Kingdom,2121.93,7,1022,303.13,2009-12-02,2011-10-05,1571
15456,United Kingdom,2119.27,10,2826,211.93,2009-12-08,2011-03-01,1572
14691,United Kingdom,2114.33,5,707,422.87,2011-05-11,2011-11-09,1573
14399,United Kingdom,2113.16,8,968,264.14,2010-02-03,2010-11-10,1574
14469,United Kingdom,2112.21,4,980,528.05,2010-01-29,2010-10-19,1575
16201,United Kingdom,2112.12,5,1421,422.42,2010-10-20,2011-12-06,1576
16054,United Kingdom,2111.88,4,791,527.97,2010-04-01,2011-07-17,1577
16934,United Kingdom,2110.99,6,939,351.83,2010-03-28,2011-10-16,1578
12997,United Kingdom,2110.91,8,1186,263.86,2010-04-06,2011-11-17,1579
13265,United Kingdom,2107.66,5,1752,421.53,2011-03-11,2011-10-17,1580
15252,United Kingdom,2103.41,5,1430,420.68,2010-04-07,2011-11-03,1581
14276,United Kingdom,2102.68,7,1406,300.38,2010-02-17,2011-09-02,1582
15815,United Kingdom,2100.6,5,1856,420.12,2011-03-25,2011-10-07,1583
12975,United Kingdom,2100.09,6,911,350.02,2009-12-06,2010-09-29,1584
16510,United Kingdom,2100.0,6,1076,350.0,2010-01-17,2010-12-02,1585
17159,United Kingdom,2099.59,5,1348,419.92,2010-03-04,2011-11-18,1586
12610,Italy,2099.54,5,1049,419.91,2011-08-05,2011-11-17,1587
17742,United Kingdom,2098.48,11,653,190.77,2009-12-01,2011-08-18,1588
13753,United Kingdom,2094.57,4,1450,523.64,2009-12-03,2011-02-25,1589
13591,United Kingdom,2093.94,7,850,299.13,2009-12-14,2011-10-06,1590
17585,United Kingdom,2093.3,7,2539,299.04,2010-08-18,2011-08-22,1591
14723,United Kingdom,2093.06,11,1308,190.28,2009-12-04,2011-11-29,1592
